country,animal,species,live_weight,carcass_weight
Greece,lapins,Rabbits,2.015,1.515
Hungary,cattle,Cattle,423.0,243.0
Hungary,sheep,Sheep,25.0,12.0
Hungary,pigs,Pigs,117.0,97.0
Hungary,chickens,Chickens,1.891,1.419
Hungary,turkeys,Turkeys,8.016,6.012
Hungary,rabbits,Rabbits,2.578,1.418
Iceland,cattle,Cattle,226.0,136.0
Iceland,sheep,Sheep,32.0,15.0
Iceland,pigs,Pigs,80.0,60.0
Iceland,chickens,Chickens,1.641,1.224
Iceland,horses,Horses,193.0,100.0
Ireland,cattle,Cattle,612.0,318.0
Ireland,sheep,Sheep,42.0,21.0
Ireland,pigs,Pigs,92.0,69.0
Ireland,chickens,Chickens,1.54,1.155
Ireland,turkeys,Turkeys,7.9,5.925
Ireland,horses,Horses,509.0,244.0
Italy,bovins,Cattle,441.0,247.0
Italy,buffles,Buffaloes,359.0,178.0
Italy,ovins,Sheep,16.0,9.2
Italy,caprins,Goat,14.0,8.3
Italy,porcins,Pigs,141.0,111.0
Italy,poules,Chickens,2.118,1.59
Italy,dindons,Turkeys,11.2,8.385
Italy,chevaux,Horses,412.0,218.0
Italy,lapins,Rabbits,2.0,1.5
Malta,cattle,Cattle,438.0,250.0
Malta,sheep,Sheep,32.0,16.0
Malta,goats,Goats,26.0,14.0
Malta,pigs,Pigs,95.0,76.0
Malta,chickens,Chickens,1.664,1.248
Malta,turkeys,Turkeys,5.586,4.2
Malta,horses,Horses,168.0,96.0
Malta,rabbits,Rabbits,2.1,1.5
Netherlands,cattle,Cattle,447.0,244.0
Netherlands,sheep,Sheep,50.0,24.0
Netherlands,goats,Goats,26.0,13.0
Netherlands,pigs,Pigs,113.0,86.0
Netherlands,chickens,Chickens,1.6,1.25
Netherlands,turkeys,Turkeys,7.1,5.0
Netherlands,horses,Horses,569.0,239.0
Norway,cattle,Cattle,469.0,244.0
Norway,sheep,Sheep,44.0,19.0
Norway,goats,Goats,26.0,11.0
Norway,pigs,Pigs,102.0,77.0
Norway,chickens,Chickens,1.386,1.047
Norway,horses,Horses,489.0,254.0
Poland,cattle,Cattle,256.0,133.0
Poland,sheep,Sheep,36.0,16.0
Poland,pigs,Pigs,112.0,86.0
Poland,chickens,Chickens,1.7,1.3
Poland,turkeys,Turkeys,6.67,5.0
Poland,horses,Horses,507.0,280.0
Poland,rabbits,Rabbits,2.1,1.211
Portugal,cattle,Cattle,442.0,246.0
Portugal,sheep,Sheep,20.0,10.0
Portugal,goats,Goats,15.0,7.6
Portugal,pigs,Pigs,95.0,73.0
Portugal,chickens,Chickens,1.473,1.107
Portugal,turkeys,Turkeys,5.3,4.0
Portugal,horses,Horses,329.0,164.0
Romania,bovins,Cattle,248.0,121.0
Romania,ovins,Sheep,20.0,8.0
Romania,caprins,Goat,22.0,9.0
Romania,porcins,Pigs,105.0,75.0
Romania,poules,Chickens,2.0,1.5
Romania,chevaux,Horses,350.0,175.0
Romania,lapins,Rabbits,3.0,1.5
Spain,ganado vacuno,Cattle,475.0,250.0
Spain,ovinos,Sheep,22.0,11.0
Spain,caprinos,Goats,19.0,7.9
Spain,cerdos,Pigs,97.0,78.0
Spain,gallinas,Chickens,2.029,1.522
Spain,pavos,Turkeys,4.8,4.0
Spain,caballos,Horses,371.0,187.0
Spain,conejos,Rabbits,1.842,1.228
Sweden,cattle,Cattle,510.0,275.0
Sweden,sheep,Sheep,40.0,18.0
Sweden,pigs,Pigs,107.0,82.0
Sweden,chickens,Chickens,1.65,1.2
Sweden,turkeys,Turkeys,3.971,3.057
Sweden,horses,Horses,518.0,270.0
Switzerland,bovins,Cattle,365.0,197.0
Switzerland,ovins,Sheep,43.0,19.0
Switzerland,caprins,Goat,33.0,15.0
Switzerland,porcins,Pigs,107.0,84.0
Switzerland,poules,Chickens,1.765,1.2
Switzerland,chevaux,Horses,535.0,294.0
Switzerland,lapins,Rabbits,3.3,2.0
United Kingdom of Great Britain and Northern Ireland,cattle,Cattle,544.0,294.0
United Kingdom of Great Britain and Northern Ireland,sheep,Sheep,37.0,19.0
United Kingdom of Great Britain and Northern Ireland,pigs,Pigs,93.0,71.0
United Kingdom of Great Britain and Northern Ireland,chickens,Chickens,2.2,1.5
United Kingdom of Great Britain and Northern Ireland,turkeys,Turkeys,9.2,7.5
United Kingdom of Great Britain and Northern Ireland,horses,Horses,308.0,154.0
Bosnia and Herzegovina,cattle,Cattle,279.0,168.0
Bosnia and Herzegovina,sheep,Sheep,23.0,12.0
Bosnia and Herzegovina,pigs,Pigs,81.0,66.0
Bosnia and Herzegovina,chickens,Chickens,1.189,0.892
Bosnia and Herzegovina,turkeys,Turkeys,9.846,7.385
Croatia,cattle,Cattle,412.0,221.0
Croatia,sheep,Sheep,21.0,10.0
Croatia,goats,Goats,36.0,18.0
Croatia,pigs,Pigs,93.0,72.0
Croatia,chickens,Chickens,1.169,0.872
Croatia,turkeys,Turkeys,10.589,7.942
Croatia,horses,Horses,370.0,200.0
North Macedonia,cattle,Cattle,170.0,93.0
North Macedonia,sheep,Sheep,39.0,19.0
North Macedonia,pigs,Pigs,119.0,95.0
North Macedonia,chickens,Chickens,1.316,0.989
Slovenia,cattle,Cattle,482.0,264.0
Slovenia,sheep,Sheep,28.0,13.0
Slovenia,pigs,Pigs,106.0,93.0
Slovenia,chickens,Chickens,1.448,1.087
Slovenia,turkeys,Turkeys,10.014,7.529
Slovenia,horses,Horses,407.0,230.0
Belarus,cattle,Cattle,302.0,172.0
Belarus,sheep,Sheep,45.0,19.0
Belarus,pigs,Pigs,91.0,70.0
Belarus,chickens,Chickens,1.692,1.301
Estonia,cattle,Cattle,258.0,147.0
Estonia,sheep,Sheep,46.0,20.0
Estonia,pigs,Pigs,86.0,66.0
Estonia,chickens,Chickens,1.321,1.016
Estonia,rabbits,Rabbits,2.084,1.667
Latvia,cattle,Cattle,281.0,177.0
Latvia,sheep,Sheep,46.0,27.0
Latvia,pigs,Pigs,100.0,82.0
Latvia,chickens,Chickens,1.824,1.313
Latvia,horses,Horses,448.0,250.0
Lithuania,cattle,Cattle,272.0,155.0
Lithuania,sheep,Sheep,51.0,22.0
Lithuania,pigs,Pigs,111.0,85.0
Lithuania,chickens,Chickens,1.709,1.314
Lithuania,horses,Horses,370.0,180.0
Lithuania,rabbits,Rabbits,2.004,1.603
Republic of Moldova,cattle,Cattle,315.0,180.0
Republic of Moldova,sheep,Sheep,29.0,12.0
Republic of Moldova,pigs,Pigs,95.0,73.0
Republic of Moldova,chickens,Chickens,1.705,1.311
Republic of Moldova,turkeys,Turkeys,7.666,5.896
Republic of Moldova,horses,Horses,370.0,180.0
Republic of Moldova,rabbits,Rabbits,2.0,1.6
Russian Federation,cattle,Cattle,277.0,158.0
Russian Federation,sheep,Sheep,34.0,15.0
Russian Federation,goats,Goats,30.0,14.0
Russian Federation,pigs,Pigs,98.0,75.0
Russian Federation,chickens,Chickens,1.645,1.265
Russian Federation,rabbits,Rabbits,2.066,1.601
Ukraine,cattle,Cattle,268.0,159.0
Ukraine,sheep,Sheep,30.0,13.0
Ukraine,goats,Goats,30.0,13.0
Ukraine,pigs,Pigs,112.0,82.0
Ukraine,chickens,Chickens,1.5,1.1
Ukraine,horses,Horses,339.0,204.0
Ukraine,rabbits,Rabbits,3.8,1.9
Australia,cattle,Cattle,431.0,215.0
Australia,sheep,Sheep,38.0,19.0
Australia,goats,Goats,48.0,25.0
Australia,pigs,Pigs,95.0,66.0
Australia,chickens,Chickens,1.75,1.425
Australia,turkeys,Turkeys,5.5,3.5
Australia,horses,Horses,560.0,280.0
Solomon Islands,cattle,Cattle,370.0,185.0
Cook Islands,cattle,Cattle,300.0,132.0
Cook Islands,goats,Goats,33.0,15.0
Cook Islands,pigs,Pigs,45.0,30.0
Cook Islands,chickens,Chickens,1.1,0.8
Fiji,cattle,Cattle,380.0,190.0
Fiji,sheep,Sheep,30.0,15.0
Fiji,goats,Goats,25.0,11.0
Fiji,pigs,Pigs,70.0,45.0
Fiji,chickens,Chickens,1.812,1.292
Fiji,turkeys,Turkeys,1.9,1.5
French Polynesia,bovins,Cattle,330.0,157.0
French Polynesia,ovins,Sheep,33.0,15.0
French Polynesia,caprins,Goat,33.0,15.0
French Polynesia,porcins,Pigs,75.0,53.0
French Polynesia,poules,Chickens,1.2,0.9
Kiribati,pigs,Pigs,55.0,40.0
Kiribati,chickens,Chickens,1.1,0.85
Nauru,pigs,Pigs,45.0,30.0
Nauru,chickens,Chickens,1.1,0.8
New Caledonia,bovins,Cattle,348.0,174.0
New Caledonia,ovins,Sheep,30.0,16.0
New Caledonia,caprins,Goat,26.0,12.0
New Caledonia,porcins,Pigs,108.0,81.0
New Caledonia,poules,Chickens,1.2,0.779
Vanuatu,cattle,Cattle,448.0,215.0
Vanuatu,goats,Goats,22.0,10.0
Vanuatu,pigs,Pigs,74.0,51.0
Vanuatu,chickens,Chickens,1.3,1.0
Vanuatu,horses,Horses,300.0,150.0
New Zealand,cattle,Cattle,340.0,170.0
New Zealand,sheep,Sheep,34.0,17.0
New Zealand,goats,Goats,23.0,11.0
New Zealand,pigs,Pigs,86.0,62.0
New Zealand,chickens,Chickens,1.82,1.37
New Zealand,turkeys,Turkeys,4.729,3.92
New Zealand,horses,Horses,520.0,260.0
Niue,cattle,Cattle,400.0,200.0
Niue,pigs,Pigs,99.0,65.0
Niue,chickens,Chickens,1.279,0.93
Papua New Guinea,cattle,Cattle,300.0,150.0
Papua New Guinea,sheep,Sheep,33.0,15.0
Papua New Guinea,goats,Goats,33.0,15.0
Papua New Guinea,pigs,Pigs,45.0,30.0
Papua New Guinea,chickens,Chickens,1.2,0.9
Papua New Guinea,turkeys,Turkeys,1.7,1.3
Papua New Guinea,horses,Horses,320.0,150.0
Tonga,cattle,Cattle,356.0,190.0
Tonga,goats,Goats,33.0,15.0
Tonga,pigs,Pigs,73.0,44.0
Tonga,chickens,Chickens,1.143,0.816
Tuvalu,pigs,Pigs,45.0,24.0
Tuvalu,chickens,Chickens,1.3,0.813
Samoa,cattle,Cattle,320.0,148.0
Samoa,pigs,Pigs,48.0,35.0
Samoa,chickens,Chickens,1.2,0.781
